gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,course_diff
male,Bachelor of Commerce,4.02,98.7,yes,9.8,good,group study,high,easy,85.5,2
other,Bachelor of Commerce,1.64,93.6,yes,5.4,good,self-study,high,moderate,55.8,2
other,Diploma,6.6,98.8,yes,6.9,good,self-study,high,easy,93.7,0
female,Bachelor of Technology,2.67,41.7,yes,8.8,poor,coaching,high,hard,63.6,6
male,Diploma,3.74,49.2,no,6.7,good,self-study,medium,easy,53.3,0
female,Bachelor of Business Administration,1.06,54.1,no,5.5,poor,self-study,low,hard,19.599,3
female,Bachelor of Computer Applications,5.11,84.2,yes,4.7,good,self-study,high,moderate,93.8,4
male,Bachelor of Commerce,6.33,98.7,yes,9.1,good,online videos,medium,hard,94.6,2
female,Bachelor of Business Administration,3.28,64.4,no,4.9,good,self-study,medium,easy,42.3,3
other,Bachelor of Commerce,7.83,75.0,yes,4.8,poor,group study,low,moderate,72.0,2
female,Bachelor of Technology,2.06,45.3,yes,6.3,poor,group study,medium,easy,44.0,6
other,Bachelor of Arts,6.98,77.8,yes,9.6,poor,online videos,medium,moderate,76.2,1
male,Diploma,5.77,94.0,yes,7.5,poor,mixed,low,hard,74.2,0
other,Bachelor of Science,7.42,79.6,no,6.2,poor,coaching,medium,easy,85.0,5
female,Bachelor of Science,5.93,79.2,yes,9.5,poor,mixed,low,moderate,90.0,5
male,Diploma,3.96,69.2,no,5.7,good,online videos,high,moderate,91.0,0
other,Diploma,3.31,67.0,yes,4.2,average,online videos,medium,moderate,60.3,0
female,Bachelor of Computer Applications,6.64,62.2,yes,6.1,average,mixed,high,easy,96.9,4
female,Diploma,6.72,89.2,yes,7.8,good,coaching,low,moderate,79.5,0
male,Diploma,4.71,78.7,yes,9.4,average,self-study,medium,moderate,66.3,0
other,Diploma,5.62,58.0,no,7.7,average,online videos,low,hard,54.2,0
male,Diploma,3.7,71.1,yes,7.5,average,coaching,high,moderate,79.3,0
male,Bachelor of Computer Applications,1.75,46.9,yes,8.3,average,coaching,medium,moderate,61.5,4
male,Bachelor of Commerce,0.4,42.7,no,5.3,poor,self-study,high,moderate,22.3,2
female,Bachelor of Arts,5.23,48.2,yes,9.3,good,online videos,medium,easy,65.5,1
male,Bachelor of Commerce,5.35,92.1,yes,7.5,poor,online videos,high,moderate,76.7,2
other,Bachelor of Arts,5.32,55.4,yes,7.2,poor,self-study,high,moderate,53.7,1
male,Bachelor of Business Administration,4.5,97.8,yes,7.8,poor,group study,low,moderate,49.3,3
other,Bachelor of Science,2.74,60.3,yes,4.6,average,online videos,high,easy,59.3,5
other,Bachelor of Technology,1.94,64.6,yes,7.8,poor,self-study,low,moderate,31.9,6
other,Bachelor of Business Administration,0.53,88.7,yes,4.7,average,mixed,medium,hard,43.8,3
male,Diploma,1.18,53.4,yes,7.0,poor,group study,medium,moderate,40.1,0
male,Diploma,5.03,94.6,yes,8.9,good,mixed,low,easy,72.1,0
other,Bachelor of Technology,6.14,79.2,yes,4.9,average,mixed,high,moderate,99.6,6
female,Bachelor of Business Administration,7.26,43.7,no,6.4,good,mixed,high,easy,87.4,3
other,Bachelor of Arts,0.67,97.4,yes,7.8,average,self-study,low,moderate,38.9,1
male,Bachelor of Commerce,6.51,57.2,yes,7.9,average,coaching,low,hard,88.4,2
female,Bachelor of Business Administration,4.78,53.9,yes,5.0,average,self-study,medium,easy,71.4,3
male,Bachelor of Commerce,2.41,93.9,yes,6.0,average,group study,high,moderate,44.6,2
female,Diploma,5.81,59.5,no,4.1,good,online videos,medium,moderate,35.2,0
male,Diploma,7.91,83.4,no,8.8,good,coaching,high,moderate,100.0,0
other,Bachelor of Business Administration,3.04,42.0,yes,8.9,poor,coaching,low,moderate,47.6,3
female,Bachelor of Arts,5.02,95.3,yes,7.2,poor,coaching,low,moderate,78.0,1
male,Bachelor of Business Administration,2.09,64.6,yes,9.9,poor,coaching,medium,moderate,70.3,3
female,Diploma,1.64,50.7,yes,4.7,poor,coaching,high,hard,46.6,0
female,Bachelor of Commerce,1.19,98.9,yes,7.8,good,self-study,high,moderate,60.3,2
other,Diploma,0.26,84.5,yes,5.2,average,self-study,high,hard,51.9,0
female,Bachelor of Business Administration,5.79,87.6,yes,6.1,poor,coaching,low,moderate,90.4,3
female,Bachelor of Technology,1.17,70.0,yes,4.3,good,mixed,high,moderate,34.7,6
other,Bachelor of Computer Applications,5.41,81.3,yes,4.8,poor,coaching,medium,moderate,85.7,4
female,Bachelor of Science,6.96,57.5,no,6.2,good,coaching,low,moderate,79.0,5
other,Bachelor of Arts,6.77,71.1,no,7.4,good,group study,medium,hard,94.7,1
other,Diploma,2.39,62.8,yes,6.9,poor,self-study,low,moderate,29.5,0
other,Bachelor of Computer Applications,1.0,65.5,yes,9.9,good,mixed,high,easy,49.1,4
other,Bachelor of Business Administration,3.54,40.6,yes,8.8,poor,coaching,high,moderate,65.5,3
other,Bachelor of Technology,1.45,88.7,no,4.3,poor,self-study,low,hard,48.8,6
female,Diploma,2.99,53.1,yes,4.2,good,self-study,medium,moderate,62.6,0
female,Bachelor of Commerce,4.55,68.4,yes,9.4,poor,mixed,medium,easy,50.3,2
male,Bachelor of Technology,5.15,79.5,yes,7.2,good,online videos,low,easy,75.5,6
other,Diploma,1.75,42.1,yes,9.9,average,coaching,medium,moderate,58.8,0
other,Bachelor of Science,1.82,60.5,yes,4.2,good,self-study,low,easy,24.0,5
other,Bachelor of Commerce,6.93,55.8,yes,9.5,average,self-study,high,moderate,63.3,2
other,Bachelor of Technology,7.56,48.0,yes,8.0,poor,coaching,high,moderate,86.2,6
female,Bachelor of Business Administration,5.14,88.8,yes,6.9,good,coaching,high,moderate,93.3,3
male,Diploma,4.45,72.5,yes,5.6,good,online videos,high,moderate,73.4,0
other,Bachelor of Arts,5.26,67.4,no,7.1,poor,coaching,medium,hard,66.5,1
other,Diploma,1.03,47.9,yes,8.2,poor,group study,high,moderate,30.9,0
other,Diploma,7.18,70.8,no,5.3,good,group study,high,moderate,100.0,0
female,Diploma,1.67,56.0,yes,9.0,poor,mixed,medium,easy,39.3,0
female,Bachelor of Science,5.36,47.6,yes,9.1,poor,online videos,high,moderate,64.6,5
male,Bachelor of Science,1.78,71.6,yes,7.8,good,mixed,medium,easy,46.7,5
male,Bachelor of Commerce,5.65,80.9,yes,7.1,poor,online videos,low,easy,75.2,2
other,Bachelor of Business Administration,6.03,43.4,yes,9.4,average,self-study,low,moderate,61.6,3
male,Diploma,5.93,43.4,yes,6.2,average,mixed,low,moderate,66.9,0
male,Bachelor of Commerce,3.43,84.3,yes,7.7,poor,coaching,high,moderate,85.6,2
other,Bachelor of Business Administration,4.86,52.4,yes,6.7,average,mixed,low,easy,58.3,3
female,Bachelor of Science,4.78,49.2,yes,5.9,good,group study,medium,easy,87.2,5
male,Bachelor of Arts,5.76,97.7,yes,9.6,average,mixed,medium,easy,100.0,1
female,Bachelor of Computer Applications,3.99,50.8,yes,5.5,poor,mixed,medium,hard,49.6,4
female,Bachelor of Commerce,4.06,81.1,yes,7.8,average,coaching,medium,easy,68.1,2
male,Bachelor of Science,5.48,88.9,yes,5.7,good,mixed,medium,easy,72.5,5
female,Bachelor of Commerce,1.36,59.7,no,7.6,poor,self-study,medium,easy,29.3,2
female,Bachelor of Computer Applications,5.22,67.8,yes,8.6,good,online videos,medium,moderate,59.4,4
other,Diploma,1.19,73.2,yes,6.7,good,coaching,high,hard,71.7,0
male,Bachelor of Business Administration,5.8,52.0,yes,6.6,poor,group study,high,moderate,71.0,3
other,Bachelor of Business Administration,3.11,57.8,yes,7.0,poor,self-study,high,moderate,49.4,3
male,Bachelor of Commerce,6.72,97.8,yes,7.2,poor,online videos,medium,moderate,89.9,2
other,Diploma,0.71,56.4,no,7.1,average,mixed,medium,hard,39.1,0
other,Diploma,3.68,88.7,no,5.0,average,self-study,high,easy,60.7,0
female,Diploma,1.34,72.1,yes,7.6,average,online videos,high,easy,57.4,0
male,Diploma,6.95,78.7,yes,8.6,average,coaching,high,moderate,91.5,0
male,Bachelor of Arts,1.0,67.4,yes,8.4,poor,mixed,high,moderate,57.7,1
female,Diploma,3.88,75.3,yes,8.0,poor,group study,medium,easy,60.5,0
other,Bachelor of Business Administration,0.84,72.4,yes,6.4,good,self-study,high,moderate,71.3,3
other,Bachelor of Business Administration,6.38,68.9,no,7.2,average,group study,high,easy,82.8,3
male,Bachelor of Business Administration,2.26,88.2,yes,8.7,poor,self-study,low,moderate,39.3,3
male,Bachelor of Science,4.75,92.8,yes,4.8,good,online videos,medium,hard,76.5,5
female,Bachelor of Computer Applications,1.36,55.3,yes,6.9,poor,self-study,high,hard,40.6,4
female,Bachelor of Commerce,2.81,48.2,yes,6.8,good,group study,low,easy,46.0,2
other,Bachelor of Business Administration,0.91,88.7,yes,7.8,average,coaching,low,moderate,62.6,3
other,Bachelor of Computer Applications,4.41,52.7,yes,8.3,poor,online videos,low,moderate,62.2,4
female,Bachelor of Technology,0.08,92.0,yes,5.3,average,online videos,high,easy,47.6,6
female,Bachelor of Commerce,7.91,46.2,no,5.1,average,coaching,low,moderate,86.9,2
female,Diploma,3.33,45.5,no,4.9,good,mixed,medium,moderate,54.8,0
female,Bachelor of Commerce,5.04,50.9,yes,7.8,average,mixed,high,hard,62.3,2
other,Bachelor of Business Administration,2.29,40.7,yes,7.6,average,coaching,medium,easy,30.9,3
male,Bachelor of Arts,2.03,84.9,yes,5.1,poor,group study,high,moderate,67.4,1
other,Diploma,6.77,63.8,yes,7.6,poor,coaching,low,moderate,92.1,0
other,Bachelor of Arts,6.07,96.7,no,8.7,good,online videos,high,moderate,84.3,1
female,Bachelor of Commerce,5.15,61.9,yes,4.9,average,group study,medium,moderate,45.3,2
female,Bachelor of Technology,6.02,82.2,no,5.2,good,self-study,low,easy,71.1,6
female,Bachelor of Arts,1.4,81.0,yes,5.3,average,group study,medium,moderate,45.7,1
other,Bachelor of Business Administration,7.47,59.5,yes,8.0,good,coaching,high,hard,85.1,3
male,Bachelor of Business Administration,3.64,93.6,yes,9.4,good,coaching,high,moderate,84.0,3
female,Bachelor of Computer Applications,6.95,63.9,yes,4.3,poor,coaching,low,moderate,85.5,4
female,Bachelor of Computer Applications,5.89,73.1,yes,9.2,average,mixed,high,hard,84.9,4
other,Bachelor of Arts,2.29,63.9,yes,6.5,average,coaching,low,moderate,44.5,1
male,Bachelor of Technology,4.55,66.1,yes,9.0,poor,group study,low,hard,62.0,6
male,Bachelor of Science,7.73,43.3,yes,9.0,good,online videos,high,easy,81.8,5
female,Bachelor of Commerce,0.3,58.6,no,7.9,good,self-study,high,easy,33.8,2
female,Diploma,3.41,96.9,yes,5.5,poor,online videos,high,moderate,46.7,0
other,Bachelor of Computer Applications,4.96,89.9,yes,4.2,good,coaching,high,hard,92.9,4
male,Diploma,2.72,92.8,no,5.0,average,coaching,low,easy,48.8,0
male,Diploma,2.54,82.8,yes,5.9,average,coaching,low,hard,62.4,0
female,Bachelor of Technology,5.99,79.2,yes,8.6,average,self-study,low,moderate,93.5,6
female,Bachelor of Technology,7.33,93.9,yes,8.3,average,self-study,high,moderate,100.0,6
male,Bachelor of Business Administration,4.3,72.3,yes,7.1,poor,coaching,high,moderate,72.6,3
male,Bachelor of Science,7.59,95.0,yes,4.2,good,group study,medium,hard,100.0,5
female,Diploma,0.81,64.9,yes,4.7,average,online videos,high,easy,52.1,0
male,Bachelor of Arts,1.82,75.9,yes,9.6,poor,group study,medium,hard,67.1,1
other,Bachelor of Technology,0.7,68.3,yes,8.3,average,group study,low,moderate,32.7,6
male,Bachelor of Science,3.48,41.1,yes,9.5,good,coaching,high,hard,59.2,5
other,Bachelor of Commerce,5.01,51.9,yes,7.2,average,coaching,high,moderate,58.4,2
male,Bachelor of Technology,1.6,95.7,yes,4.3,poor,mixed,high,easy,62.8,6
female,Bachelor of Commerce,3.59,75.9,yes,8.7,poor,group study,high,hard,73.6,2
other,Bachelor of Arts,5.48,42.8,yes,9.9,poor,online videos,medium,hard,34.2,1
female,Diploma,5.12,98.0,no,7.1,poor,self-study,high,easy,86.3,0
other,Bachelor of Business Administration,5.03,95.7,no,4.5,poor,online videos,low,easy,66.8,3
male,Bachelor of Technology,4.85,82.7,yes,7.8,good,self-study,low,hard,63.6,6
other,Bachelor of Commerce,7.89,57.0,yes,8.5,poor,online videos,medium,easy,86.6,2
male,Bachelor of Computer Applications,5.71,57.7,no,9.0,average,online videos,high,easy,76.5,4
female,Bachelor of Commerce,7.26,91.9,yes,8.5,poor,self-study,low,easy,85.7,2
male,Bachelor of Arts,7.61,43.6,no,9.9,average,self-study,low,moderate,62.1,1
other,Diploma,6.88,54.2,no,6.3,average,coaching,high,moderate,74.2,0
male,Bachelor of Technology,0.76,50.0,yes,8.4,average,group study,low,moderate,32.6,6
other,Bachelor of Arts,4.23,83.0,yes,8.3,good,group study,high,moderate,75.5,1
female,Bachelor of Business Administration,3.05,62.9,yes,6.3,good,online videos,low,moderate,49.5,3
female,Bachelor of Computer Applications,0.78,95.0,yes,9.4,good,online videos,low,easy,68.1,4
female,Bachelor of Computer Applications,4.51,88.2,yes,5.4,poor,coaching,low,easy,71.3,4
male,Bachelor of Commerce,1.7,99.1,yes,8.1,poor,mixed,medium,easy,50.4,2
male,Bachelor of Arts,4.65,57.9,yes,6.4,poor,online videos,medium,easy,54.9,1
other,Bachelor of Computer Applications,6.54,68.5,yes,5.7,average,group study,low,easy,89.3,4
other,Bachelor of Computer Applications,3.15,79.6,yes,4.7,poor,self-study,low,easy,38.2,4
other,Bachelor of Computer Applications,7.6,98.5,yes,4.1,poor,mixed,high,easy,77.0,4
female,Bachelor of Business Administration,6.13,60.7,yes,5.3,average,self-study,high,hard,68.3,3
male,Bachelor of Science,6.43,59.6,yes,8.3,average,mixed,high,moderate,74.6,5
female,Bachelor of Commerce,0.9,77.6,no,6.8,poor,mixed,low,moderate,41.9,2
female,Bachelor of Business Administration,7.53,79.9,yes,8.6,good,online videos,medium,hard,91.6,3
female,Bachelor of Science,0.28,51.3,yes,9.8,average,online videos,medium,moderate,40.1,5
female,Bachelor of Business Administration,6.75,67.3,yes,4.9,average,mixed,high,moderate,76.9,3
other,Bachelor of Arts,0.24,62.6,yes,6.1,good,coaching,low,moderate,38.2,1
female,Bachelor of Arts,1.3,65.3,yes,5.2,average,self-study,low,hard,34.0,1
male,Bachelor of Commerce,2.52,48.4,yes,7.5,poor,online videos,medium,moderate,26.5,2
other,Bachelor of Computer Applications,5.9,78.9,yes,8.6,good,group study,low,easy,87.7,4
female,Bachelor of Arts,7.2,51.3,yes,5.3,poor,group study,high,easy,99.0,1
female,Bachelor of Commerce,5.33,41.5,yes,8.8,average,self-study,low,easy,53.1,2
female,Bachelor of Commerce,5.82,69.8,no,4.2,average,mixed,low,moderate,81.6,2
other,Bachelor of Arts,2.32,42.3,no,7.9,average,mixed,high,hard,62.2,1
other,Bachelor of Business Administration,7.8,80.0,yes,9.1,average,coaching,medium,easy,100.0,3
other,Diploma,3.26,75.7,yes,9.5,poor,group study,medium,hard,42.6,0
female,Bachelor of Commerce,7.3,74.0,yes,6.1,poor,coaching,low,moderate,66.2,2
male,Bachelor of Science,6.23,45.7,no,4.6,good,mixed,medium,moderate,58.2,5
female,Diploma,2.94,47.4,yes,7.0,poor,mixed,medium,hard,29.9,0
other,Bachelor of Science,2.75,79.9,yes,6.8,good,coaching,low,easy,55.0,5
other,Diploma,5.44,41.9,yes,7.8,average,group study,low,moderate,43.2,0
other,Bachelor of Technology,7.52,47.0,yes,7.5,good,mixed,low,hard,75.7,6
other,Bachelor of Commerce,5.38,85.8,yes,5.2,poor,self-study,high,moderate,85.4,2
female,Diploma,6.86,50.0,yes,4.3,average,group study,low,easy,51.0,0
male,Bachelor of Science,7.73,69.7,yes,9.8,average,online videos,low,hard,77.7,5
female,Bachelor of Science,2.64,45.9,yes,6.5,poor,self-study,high,hard,37.6,5
male,Bachelor of Business Administration,4.31,54.1,yes,7.4,good,online videos,low,moderate,51.8,3
other,Bachelor of Science,4.87,92.8,no,4.2,good,self-study,medium,moderate,69.2,5
other,Bachelor of Technology,1.74,85.2,yes,5.0,good,group study,high,moderate,65.7,6
female,Bachelor of Business Administration,6.38,51.3,yes,7.0,poor,online videos,high,easy,59.9,3
female,Diploma,2.09,52.9,yes,6.7,poor,online videos,medium,moderate,29.3,0
male,Bachelor of Computer Applications,5.65,68.4,yes,5.5,poor,coaching,medium,hard,74.4,4
male,Diploma,4.19,77.9,yes,8.8,good,group study,low,moderate,74.3,0
male,Bachelor of Arts,6.69,74.9,yes,9.4,average,group study,low,moderate,81.1,1
male,Bachelor of Business Administration,4.09,57.1,yes,5.7,poor,online videos,low,easy,38.6,3
male,Diploma,4.69,96.8,yes,8.1,average,online videos,low,moderate,56.3,0
other,Bachelor of Arts,1.45,90.1,yes,5.0,good,mixed,high,moderate,46.6,1
other,Bachelor of Technology,6.47,79.1,yes,4.6,good,group study,high,moderate,74.7,6
female,Bachelor of Science,3.22,94.5,yes,5.1,average,online videos,high,easy,70.0,5
male,Bachelor of Business Administration,4.64,57.6,yes,4.9,average,mixed,medium,easy,66.5,3
other,Diploma,6.77,58.0,no,6.9,good,online videos,low,moderate,75.2,0
female,Bachelor of Business Administration,3.84,58.5,yes,5.3,average,self-study,high,moderate,52.2,3
female,Bachelor of Commerce,2.2,49.6,yes,5.5,poor,mixed,medium,easy,31.1,2
female,Bachelor of Commerce,2.12,48.4,yes,5.3,average,group study,high,easy,33.4,2
female,Bachelor of Business Administration,4.53,94.6,yes,7.9,average,mixed,high,moderate,79.5,3
other,Diploma,2.33,91.5,yes,9.5,poor,group study,high,moderate,62.1,0
other,Bachelor of Science,2.71,72.9,yes,5.7,good,self-study,high,moderate,60.4,5
female,Bachelor of Arts,1.88,79.6,yes,5.5,good,mixed,medium,moderate,52.4,1
other,Bachelor of Commerce,3.57,54.3,yes,4.7,poor,coaching,high,easy,53.7,2
other,Bachelor of Science,3.73,41.4,yes,9.9,poor,coaching,low,hard,54.3,5
male,Bachelor of Commerce,4.21,66.5,yes,8.9,average,mixed,high,easy,71.6,2
other,Bachelor of Technology,4.74,80.2,yes,6.2,average,online videos,medium,moderate,62.8,6
female,Bachelor of Arts,4.7,80.8,no,4.1,poor,online videos,medium,hard,58.5,1
male,Bachelor of Technology,2.94,76.3,yes,7.2,good,mixed,medium,moderate,83.0,6
other,Bachelor of Arts,7.21,95.5,no,5.2,good,online videos,high,moderate,80.2,1
other,Diploma,4.09,52.6,no,4.1,poor,online videos,medium,easy,53.7,0
female,Bachelor of Science,6.66,55.8,yes,6.4,average,group study,low,moderate,68.5,5
male,Bachelor of Science,4.46,44.8,yes,8.0,average,coaching,medium,easy,61.7,5
other,Bachelor of Computer Applications,2.96,96.2,yes,8.7,average,self-study,medium,easy,63.9,4
other,Diploma,5.91,67.3,no,5.6,poor,coaching,medium,moderate,58.4,0
male,Diploma,1.42,64.1,yes,6.9,poor,mixed,low,moderate,24.5,0
female,Bachelor of Technology,7.76,99.1,yes,8.4,good,mixed,low,moderate,98.9,6
male,Bachelor of Science,4.58,65.7,yes,9.9,average,online videos,medium,easy,85.2,5
male,Diploma,0.83,60.1,yes,9.5,average,online videos,medium,easy,32.5,0
female,Bachelor of Arts,3.37,52.5,yes,5.9,poor,group study,medium,easy,43.1,1
male,Bachelor of Computer Applications,5.7,66.4,yes,6.5,good,self-study,medium,easy,81.2,4
female,Bachelor of Technology,0.54,81.1,yes,9.6,average,mixed,high,moderate,43.8,6
female,Bachelor of Technology,2.09,94.8,yes,7.4,average,online videos,medium,easy,52.1,6
female,Bachelor of Science,7.39,51.5,no,4.1,poor,mixed,low,easy,63.5,5
other,Bachelor of Technology,2.85,81.5,no,8.3,good,self-study,high,easy,64.1,6
male,Diploma,1.27,40.6,yes,6.8,good,group study,medium,hard,46.9,0
other,Bachelor of Computer Applications,0.79,88.1,yes,8.6,average,mixed,high,moderate,72.7,4
male,Bachelor of Commerce,4.95,56.8,yes,9.5,poor,group study,low,moderate,46.7,2
male,Bachelor of Technology,4.47,42.4,yes,6.2,good,coaching,high,hard,67.0,6
female,Bachelor of Technology,5.18,63.7,no,6.8,good,group study,high,moderate,84.4,6
male,Bachelor of Science,7.66,93.6,yes,6.6,poor,online videos,high,moderate,100.0,5
male,Bachelor of Computer Applications,0.48,54.0,no,6.3,poor,self-study,low,easy,32.3,4
female,Bachelor of Computer Applications,1.58,57.2,yes,6.9,average,online videos,high,hard,45.2,4
other,Bachelor of Arts,1.87,50.1,yes,7.7,good,coaching,high,easy,68.1,1
female,Diploma,3.42,98.9,yes,4.1,average,group study,medium,easy,61.4,0
other,Diploma,0.97,66.0,yes,9.2,average,group study,low,moderate,51.5,0
male,Bachelor of Computer Applications,3.28,96.9,yes,9.2,good,mixed,low,hard,72.5,4
male,Bachelor of Technology,6.53,45.5,yes,5.1,good,coaching,high,hard,78.1,6
female,Diploma,1.31,66.9,yes,4.7,poor,mixed,high,moderate,46.8,0
other,Diploma,7.33,68.5,yes,8.2,good,group study,medium,moderate,82.3,0
other,Bachelor of Arts,7.29,55.4,yes,9.7,good,online videos,low,moderate,91.6,1
male,Bachelor of Business Administration,4.1,69.8,yes,4.9,good,self-study,high,moderate,78.4,3
female,Bachelor of Computer Applications,6.88,61.0,no,8.9,average,group study,medium,moderate,81.1,4
female,Bachelor of Business Administration,5.69,54.8,yes,9.7,average,online videos,low,moderate,71.0,3
